Datum,Bundesland,Infizierte,Tote
2020-07-09,Rheinland-Pfalz,7112,236
2020-07-09,Saarland,2809,174
2020-07-09,Sachsen,5466,225
2020-07-09,Sachsen-Anhalt,1898,60
2020-07-09,Schleswig-Holstein,3200,153
2020-07-09,Thüringen,3286,182
2020-07-10,Baden-Württemberg,35990,1837
2020-07-10,Bayern,49086,2610
2020-07-10,Berlin,8586,216
2020-07-10,Brandenburg,3452,168
2020-07-10,Bremen,1688,54
2020-07-10,Hamburg,5231,261
2020-07-10,Hessen,11104,514
2020-07-10,Mecklenburg-Vorpommern,803,20
2020-07-10,Niedersachsen,13791,641
2020-07-10,Nordrhein-Westfalen,44645,1701
2020-07-10,Rheinland-Pfalz,7126,236
2020-07-10,Saarland,2812,174
2020-07-10,Sachsen,5469,225
2020-07-10,Sachsen-Anhalt,1905,61
2020-07-10,Schleswig-Holstein,3202,154
2020-07-10,Thüringen,3288,182
2020-07-11,Baden-Württemberg,36041,1837
2020-07-11,Bayern,49184,2612
2020-07-11,Berlin,8617,216
2020-07-11,Brandenburg,3459,168
2020-07-11,Bremen,1689,55
2020-07-11,Hamburg,5230,261
2020-07-11,Hessen,11122,514
2020-07-11,Mecklenburg-Vorpommern,804,20
2020-07-11,Niedersachsen,13799,641
2020-07-11,Nordrhein-Westfalen,44788,1704
2020-07-11,Rheinland-Pfalz,7136,236
2020-07-11,Saarland,2812,174
2020-07-11,Sachsen,5473,225
2020-07-11,Sachsen-Anhalt,1907,61
2020-07-11,Schleswig-Holstein,3206,154
2020-07-11,Thüringen,3289,182
2020-07-12,Baden-Württemberg,36041,1837
2020-07-12,Bayern,49204,2612
2020-07-12,Berlin,8637,217
2020-07-12,Brandenburg,3462,168
2020-07-12,Bremen,1689,55
2020-07-12,Hamburg,5230,261
2020-07-12,Hessen,11162,514
2020-07-12,Mecklenburg-Vorpommern,804,20
2020-07-12,Niedersachsen,13804,642
2020-07-12,Nordrhein-Westfalen,44915,1704
2020-07-12,Rheinland-Pfalz,7157,236
2020-07-12,Saarland,2812,174
2020-07-12,Sachsen,5473,225
2020-07-12,Sachsen-Anhalt,1917,62
2020-07-12,Schleswig-Holstein,3206,154
2020-07-12,Thüringen,3291,182
2020-07-13,Baden-Württemberg,36041,1837
2020-07-13,Bayern,49273,2612
2020-07-13,Berlin,8638,217
2020-07-13,Brandenburg,3462,168
2020-07-13,Bremen,1690,55
2020-07-13,Hamburg,5231,261
2020-07-13,Hessen,11169,514
2020-07-13,Mecklenburg-Vorpommern,804,20
2020-07-13,Niedersachsen,13806,642
2020-07-13,Nordrhein-Westfalen,44974,1705
2020-07-13,Rheinland-Pfalz,7174,236
2020-07-13,Saarland,2812,174
2020-07-13,Sachsen,5473,225
2020-07-13,Sachsen-Anhalt,1917,62
2020-07-13,Schleswig-Holstein,3207,154
2020-07-13,Thüringen,3292,182
2020-07-14,Baden-Württemberg,36111,1837
2020-07-14,Bayern,49350,2613
2020-07-14,Berlin,8656,219
2020-07-14,Brandenburg,3462,167
2020-07-14,Bremen,1691,55
2020-07-14,Hamburg,5231,261
2020-07-14,Hessen,11206,514
2020-07-14,Mecklenburg-Vorpommern,804,20
2020-07-14,Niedersachsen,13823,642
2020-07-14,Nordrhein-Westfalen,45115,1707
2020-07-14,Rheinland-Pfalz,7196,236
2020-07-14,Saarland,2819,174
2020-07-14,Sachsen,5476,225
2020-07-14,Sachsen-Anhalt,1919,62
2020-07-14,Schleswig-Holstein,3221,154
2020-07-14,Thüringen,3295,182
2020-07-15,Baden-Württemberg,36162,1838
2020-07-15,Bayern,49427,2613
2020-07-15,Berlin,8674,220
2020-07-15,Brandenburg,3465,167
2020-07-15,Bremen,1691,55
2020-07-15,Hamburg,5231,261
2020-07-15,Hessen,11217,514
2020-07-15,Mecklenburg-Vorpommern,804,20
2020-07-15,Niedersachsen,13848,642
2020-07-15,Nordrhein-Westfalen,45233,1708
2020-07-15,Rheinland-Pfalz,7222,236
2020-07-15,Saarland,2823,174
2020-07-15,Sachsen,5478,225
2020-07-15,Sachsen-Anhalt,1921,62
2020-07-15,Schleswig-Holstein,3229,154
2020-07-15,Thüringen,3301,182
2020-07-16,Baden-Württemberg,36227,1838
2020-07-16,Bayern,49538,2613
2020-07-16,Berlin,8699,221
2020-07-16,Brandenburg,3466,167
2020-07-16,Bremen,1697,55
2020-07-16,Hamburg,5233,261
2020-07-16,Hessen,11283,514
2020-07-16,Mecklenburg-Vorpommern,805,20
2020-07-16,Niedersachsen,13887,643
2020-07-16,Nordrhein-Westfalen,45388,1711
2020-07-16,Rheinland-Pfalz,7258,238
2020-07-16,Saarland,2824,174
2020-07-16,Sachsen,5484,225
2020-07-16,Sachsen-Anhalt,1926,62
2020-07-16,Schleswig-Holstein,3235,154
2020-07-16,Thüringen,3310,182
2020-07-17,Baden-Württemberg,36264,1839
2020-07-17,Bayern,49631,2616
2020-07-17,Berlin,8725,221
2020-07-17,Brandenburg,3470,167
2020-07-17,Bremen,1701,55
2020-07-17,Hamburg,5232,260
2020-07-17,Hessen,11324,514
2020-07-17,Mecklenburg-Vorpommern,805,20
2020-07-17,Niedersachsen,13905,644
2020-07-17,Nordrhein-Westfalen,45710,1711
2020-07-17,Rheinland-Pfalz,7275,238
2020-07-17,Saarland,2827,174
2020-07-17,Sachsen,5485,225
2020-07-17,Sachsen-Anhalt,1936,62
2020-07-17,Schleswig-Holstein,3238,154
2020-07-17,Thüringen,3315,182
2020-07-18,Baden-Württemberg,36342,1838
2020-07-18,Bayern,49702,2616
2020-07-18,Berlin,8748,221
2020-07-18,Brandenburg,3476,167
2020-07-18,Bremen,1709,55
2020-07-18,Hamburg,5237,261
2020-07-18,Hessen,11371,514
2020-07-18,Mecklenburg-Vorpommern,806,20
2020-07-18,Niedersachsen,13952,644
2020-07-18,Nordrhein-Westfalen,45910,1712
2020-07-18,Rheinland-Pfalz,7293,238
2020-07-18,Saarland,2828,174
2020-07-18,Sachsen,5488,225
2020-07-18,Sachsen-Anhalt,1939,62
2020-07-18,Schleswig-Holstein,3251,154
2020-07-18,Thüringen,3320,182
2020-07-19,Baden-Württemberg,36342,1838
2020-07-19,Bayern,49710,2616
2020-07-19,Berlin,8774,221
2020-07-19,Brandenburg,3476,167
2020-07-19,Bremen,1718,55
2020-07-19,Hamburg,5240,261
2020-07-19,Hessen,11386,514
2020-07-19,Mecklenburg-Vorpommern,806,20
2020-07-19,Niedersachsen,13963,645
2020-07-19,Nordrhein-Westfalen,46024,1712
2020-07-19,Rheinland-Pfalz,7299,238
2020-07-19,Saarland,2828,174
2020-07-19,Sachsen,5488,225
2020-07-19,Sachsen-Anhalt,1946,62
2020-07-19,Schleswig-Holstein,3253,154
2020-07-19,Thüringen,3321,182
2020-07-20,Baden-Württemberg,36342,1838
2020-07-20,Bayern,49775,2616
2020-07-20,Berlin,8779,221
2020-07-20,Brandenburg,3483,167
2020-07-20,Bremen,1720,55
2020-07-20,Hamburg,5240,261
2020-07-20,Hessen,11409,514
2020-07-20,Mecklenburg-Vorpommern,806,20
2020-07-20,Niedersachsen,14030,645
2020-07-20,Nordrhein-Westfalen,46075,1713
2020-07-20,Rheinland-Pfalz,7314,238
2020-07-20,Saarland,2830,174
2020-07-20,Sachsen,5488,225
2020-07-20,Sachsen-Anhalt,1950,62
2020-07-20,Schleswig-Holstein,3261,155
2020-07-20,Thüringen,3321,182
2020-07-21,Baden-Württemberg,36492,1838
2020-07-21,Bayern,49872,2617
2020-07-21,Berlin,8802,221
2020-07-21,Brandenburg,3485,167
2020-07-21,Bremen,1721,55
2020-07-21,Hamburg,5241,261
2020-07-21,Hessen,11430,515
2020-07-21,Mecklenburg-Vorpommern,809,20
2020-07-21,Niedersachsen,14059,646
2020-07-21,Nordrhein-Westfalen,46213,1714
2020-07-21,Rheinland-Pfalz,7338,238
2020-07-21,Saarland,2832,174
2020-07-21,Sachsen,5501,225
2020-07-21,Sachsen-Anhalt,1956,62
2020-07-21,Schleswig-Holstein,3271,155
2020-07-21,Thüringen,3323,182
2020-07-22,Baden-Württemberg,36556,1838
2020-07-22,Bayern,49954,2617
2020-07-22,Berlin,8837,222
2020-07-22,Brandenburg,3497,167
2020-07-22,Bremen,1725,55
2020-07-22,Hamburg,5244,261
2020-07-22,Hessen,11458,515
2020-07-22,Mecklenburg-Vorpommern,811,20
2020-07-22,Niedersachsen,14101,647
2020-07-22,Nordrhein-Westfalen,46367,1717
2020-07-22,Rheinland-Pfalz,7346,238
2020-07-22,Saarland,2835,174
2020-07-22,Sachsen,5503,225
2020-07-22,Sachsen-Anhalt,1961,62
2020-07-22,Schleswig-Holstein,3278,155
2020-07-22,Thüringen,3326,182
2020-07-23,Baden-Württemberg,36565,1838
2020-07-23,Bayern,50049,2618
2020-07-23,Berlin,8860,222
2020-07-23,Brandenburg,3510,167
2020-07-23,Bremen,1727,55
2020-07-23,Hamburg,5251,261
2020-07-23,Hessen,11534,516
2020-07-23,Mecklenburg-Vorpommern,815,20
2020-07-23,Niedersachsen,14133,647
2020-07-23,Nordrhein-Westfalen,46615,1721
2020-07-23,Rheinland-Pfalz,7374,238
2020-07-23,Saarland,2840,174
2020-07-23,Sachsen,5503,225
2020-07-23,Sachsen-Anhalt,1973,62
2020-07-23,Schleswig-Holstein,3292,155
2020-07-23,Thüringen,3327,182
2020-07-24,Baden-Württemberg,36731,1839
2020-07-24,Bayern,50112,2619
2020-07-24,Berlin,8894,222
2020-07-24,Brandenburg,3523,168
2020-07-24,Bremen,1733,55
2020-07-24,Hamburg,5275,261
2020-07-24,Hessen,11591,517
2020-07-24,Mecklenburg-Vorpommern,826,20
2020-07-24,Niedersachsen,14185,647
2020-07-24,Nordrhein-Westfalen,46956,1726
2020-07-24,Rheinland-Pfalz,7397,238
2020-07-24,Saarland,2841,174
2020-07-24,Sachsen,5506,225
2020-07-24,Sachsen-Anhalt,1975,63
2020-07-24,Schleswig-Holstein,3299,155
2020-07-24,Thüringen,3339,182
2020-07-25,Baden-Württemberg,36819,1841
2020-07-25,Bayern,50260,2619
2020-07-25,Berlin,8957,223
2020-07-25,Brandenburg,3524,168
2020-07-25,Bremen,1742,55
2020-07-25,Hamburg,5291,261
2020-07-25,Hessen,11649,518
2020-07-25,Mecklenburg-Vorpommern,843,20
2020-07-25,Niedersachsen,14222,648
2020-07-25,Nordrhein-Westfalen,47257,1728
2020-07-25,Rheinland-Pfalz,7409,238
2020-07-25,Saarland,2849,174
2020-07-25,Sachsen,5512,225
2020-07-25,Sachsen-Anhalt,1979,63
2020-07-25,Schleswig-Holstein,3311,155
2020-07-25,Thüringen,3340,182
2020-07-26,Baden-Württemberg,36819,1841
2020-07-26,Bayern,50282,2619
2020-07-26,Berlin,8991,223
2020-07-26,Brandenburg,3524,168
2020-07-26,Bremen,1746,55
2020-07-26,Hamburg,5304,261
2020-07-26,Hessen,11680,518
2020-07-26,Mecklenburg-Vorpommern,843,20
2020-07-26,Niedersachsen,14223,648
2020-07-26,Nordrhein-Westfalen,47430,1728
2020-07-26,Rheinland-Pfalz,7420,238
2020-07-26,Saarland,2850,174
2020-07-26,Sachsen,5512,225
2020-07-26,Sachsen-Anhalt,1986,63
2020-07-26,Schleswig-Holstein,3318,155
2020-07-26,Thüringen,3341,182
2020-07-27,Baden-Württemberg,36819,1841
2020-07-27,Bayern,50501,2619
2020-07-27,Berlin,9001,223
2020-07-27,Brandenburg,3524,168
2020-07-27,Bremen,1747,55
2020-07-27,Hamburg,5322,261
2020-07-27,Hessen,11685,518
2020-07-27,Mecklenburg-Vorpommern,843,20
2020-07-27,Niedersachsen,14241,648
2020-07-27,Nordrhein-Westfalen,47471,1728
2020-07-27,Rheinland-Pfalz,7434,238
2020-07-27,Saarland,2851,174
2020-07-27,Sachsen,5512,225
2020-07-27,Sachsen-Anhalt,1989,63
2020-07-27,Schleswig-Holstein,3322,155
2020-07-27,Thüringen,3347,182
2020-07-28,Baden-Württemberg,36917,1841
2020-07-28,Bayern,50589,2619
2020-07-28,Berlin,9020,223
2020-07-28,Brandenburg,3527,168
2020-07-28,Bremen,1752,55
2020-07-28,Hamburg,5326,261
2020-07-28,Hessen,11743,518
2020-07-28,Mecklenburg-Vorpommern,845,20
2020-07-28,Niedersachsen,14288,648
2020-07-28,Nordrhein-Westfalen,47740,1730
2020-07-28,Rheinland-Pfalz,7442,238
2020-07-28,Saarland,2852,174
2020-07-28,Sachsen,5518,225
2020-07-28,Sachsen-Anhalt,1991,64
2020-07-28,Schleswig-Holstein,3341,156
2020-07-28,Thüringen,3351,182
2020-07-29,Baden-Württemberg,37038,1843
2020-07-29,Bayern,50696,2621
2020-07-29,Berlin,9071,223
2020-07-29,Brandenburg,3531,168
2020-07-29,Bremen,1758,55
2020-07-29,Hamburg,5338,261
2020-07-29,Hessen,11806,518
2020-07-29,Mecklenburg-Vorpommern,849,20
2020-07-29,Niedersachsen,14305,649
2020-07-29,Nordrhein-Westfalen,47965,1730
2020-07-29,Rheinland-Pfalz,7456,239
2020-07-29,Saarland,2857,174
2020-07-29,Sachsen,5525,225
2020-07-29,Sachsen-Anhalt,1997,64
2020-07-29,Schleswig-Holstein,3379,156
2020-07-29,Thüringen,3355,182
2020-07-30,Baden-Württemberg,37115,1845
2020-07-30,Bayern,50806,2622
2020-07-30,Berlin,9150,223
2020-07-30,Brandenburg,3551,168
2020-07-30,Bremen,1763,55
2020-07-30,Hamburg,5356,261
2020-07-30,Hessen,11895,519
2020-07-30,Mecklenburg-Vorpommern,861,20
2020-07-30,Niedersachsen,14380,649
2020-07-30,Nordrhein-Westfalen,48301,1732
2020-07-30,Rheinland-Pfalz,7488,239
2020-07-30,Saarland,2862,174
2020-07-30,Sachsen,5532,225
2020-07-30,Sachsen-Anhalt,2009,64
2020-07-30,Schleswig-Holstein,3401,156
2020-07-30,Thüringen,3358,182
2020-07-31,Baden-Württemberg,37224,1847
2020-07-31,Bayern,50915,2622
2020-07-31,Berlin,9192,223
2020-07-31,Brandenburg,3560,168
2020-07-31,Bremen,1774,56
2020-07-31,Hamburg,5386,261
2020-07-31,Hessen,11965,520
2020-07-31,Mecklenburg-Vorpommern,864,20
2020-07-31,Niedersachsen,14430,651
2020-07-31,Nordrhein-Westfalen,48689,1733
2020-07-31,Rheinland-Pfalz,7498,239
2020-07-31,Saarland,2862,174
2020-07-31,Sachsen,5536,225
2020-07-31,Sachsen-Anhalt,2015,64
2020-07-31,Schleswig-Holstein,3427,156
2020-07-31,Thüringen,3361,182
2020-08-01,Baden-Württemberg,37272,1847
2020-08-01,Bayern,51068,2622
2020-08-01,Berlin,9274,223
2020-08-01,Brandenburg,3565,168
2020-08-01,Bremen,1781,56
2020-08-01,Hamburg,5405,261
2020-08-01,Hessen,12029,520
2020-08-01,Mecklenburg-Vorpommern,868,20
2020-08-01,Niedersachsen,14499,652
2020-08-01,Nordrhein-Westfalen,49102,1739
2020-08-01,Rheinland-Pfalz,7533,239
2020-08-01,Saarland,2874,174
2020-08-01,Sachsen,5541,225
2020-08-01,Sachsen-Anhalt,2022,64
2020-08-01,Schleswig-Holstein,3451,156
2020-08-01,Thüringen,3369,182
2020-08-02,Baden-Württemberg,37272,1847
2020-08-02,Bayern,51080,2622
2020-08-02,Berlin,9319,223
2020-08-02,Brandenburg,3565,168
2020-08-02,Bremen,1782,56
2020-08-02,Hamburg,5405,261
2020-08-02,Hessen,12117,520
2020-08-02,Mecklenburg-Vorpommern,875,20
2020-08-02,Niedersachsen,14515,653
2020-08-02,Nordrhein-Westfalen,49145,1731
2020-08-02,Rheinland-Pfalz,7535,239
2020-08-02,Saarland,2879,174
2020-08-02,Sachsen,5541,225
2020-08-02,Sachsen-Anhalt,2030,64
2020-08-02,Schleswig-Holstein,3463,156
2020-08-02,Thüringen,3370,182
2020-08-03,Baden-Württemberg,37272,1847
2020-08-03,Bayern,51156,2622
2020-08-03,Berlin,9328,223
2020-08-03,Brandenburg,3573,168
2020-08-03,Bremen,1782,56
2020-08-03,Hamburg,5436,261
2020-08-03,Hessen,12142,520
2020-08-03,Mecklenburg-Vorpommern,877,20
2020-08-03,Niedersachsen,14567,653
2020-08-03,Nordrhein-Westfalen,49435,1738
2020-08-03,Rheinland-Pfalz,7543,239
2020-08-03,Saarland,2881,174
2020-08-03,Sachsen,5541,225
2020-08-03,Sachsen-Anhalt,2031,64
2020-08-03,Schleswig-Holstein,3467,156
2020-08-03,Thüringen,3371,182
2020-08-04,Baden-Württemberg,37455,1847
2020-08-04,Bayern,51279,2623
2020-08-04,Berlin,9367,223
2020-08-04,Brandenburg,3579,168
2020-08-04,Bremen,1787,56
2020-08-04,Hamburg,5444,261
2020-08-04,Hessen,12199,521
2020-08-04,Mecklenburg-Vorpommern,880,20
2020-08-04,Niedersachsen,14634,653
2020-08-04,Nordrhein-Westfalen,49727,1744
2020-08-04,Rheinland-Pfalz,7583,239
2020-08-04,Saarland,2886,174
2020-08-04,Sachsen,5548,225
2020-08-04,Sachsen-Anhalt,2034,64
2020-08-04,Schleswig-Holstein,3494,156
2020-08-04,Thüringen,3385,182
2020-08-05,Baden-Württemberg,37514,1847
2020-08-05,Bayern,51377,2624
2020-08-05,Berlin,9399,223
2020-08-05,Brandenburg,3588,168
2020-08-05,Bremen,1790,56
2020-08-05,Hamburg,5461,261
2020-08-05,Hessen,12254,523
2020-08-05,Mecklenburg-Vorpommern,889,20
2020-08-05,Niedersachsen,14671,654
2020-08-05,Nordrhein-Westfalen,50068,1751
2020-08-05,Rheinland-Pfalz,7618,239
2020-08-05,Saarland,2891,174
2020-08-05,Sachsen,5560,225
2020-08-05,Sachsen-Anhalt,2036,64
2020-08-05,Schleswig-Holstein,3516,157
2020-08-05,Thüringen,3390,182
2020-08-06,Baden-Württemberg,37574,1851
2020-08-06,Bayern,51582,2624
2020-08-06,Berlin,9490,224
2020-08-06,Brandenburg,3597,168
2020-08-06,Bremen,1792,56
2020-08-06,Hamburg,5486,261
2020-08-06,Hessen,12310,523
2020-08-06,Mecklenburg-Vorpommern,907,20
2020-08-06,Niedersachsen,14723,654
2020-08-06,Nordrhein-Westfalen,50493,1752
2020-08-06,Rheinland-Pfalz,7667,239
2020-08-06,Saarland,2897,174
2020-08-06,Sachsen,5570,225
2020-08-06,Sachsen-Anhalt,2044,64
2020-08-06,Schleswig-Holstein,3534,158
2020-08-06,Thüringen,3401,182
2020-08-07,Baden-Württemberg,37642,1852
2020-08-07,Bayern,51710,2626
2020-08-07,Berlin,9543,224
2020-08-07,Brandenburg,3600,168
2020-08-07,Bremen,1798,56
2020-08-07,Hamburg,5530,262
2020-08-07,Hessen,12468,524
2020-08-07,Mecklenburg-Vorpommern,910,20
2020-08-07,Niedersachsen,14847,654
2020-08-07,Nordrhein-Westfalen,50937,1755
2020-08-07,Rheinland-Pfalz,7713,239
2020-08-07,Saarland,2900,174
2020-08-07,Sachsen,5590,225
2020-08-07,Sachsen-Anhalt,2044,64
2020-08-07,Schleswig-Holstein,3569,158
2020-08-07,Thüringen,3413,182
2020-08-08,Baden-Württemberg,37749,1858
2020-08-08,Bayern,51794,2626
2020-08-08,Berlin,9640,224
2020-08-08,Brandenburg,3622,169
2020-08-08,Bremen,1800,56
2020-08-08,Hamburg,5610,262
2020-08-08,Hessen,12602,524
2020-08-08,Mecklenburg-Vorpommern,930,20
2020-08-08,Niedersachsen,14911,654
2020-08-08,Nordrhein-Westfalen,51330,1759
2020-08-08,Rheinland-Pfalz,7748,239
2020-08-08,Saarland,2913,174
2020-08-08,Sachsen,5632,225
2020-08-08,Sachsen-Anhalt,2057,64
2020-08-08,Schleswig-Holstein,3578,158
2020-08-08,Thüringen,3420,183
2020-08-09,Baden-Württemberg,37767,1858
2020-08-09,Bayern,51803,2626
2020-08-09,Berlin,9688,224
2020-08-09,Brandenburg,3626,169
2020-08-09,Bremen,1803,56
2020-08-09,Hamburg,5664,262
2020-08-09,Hessen,12703,525
2020-08-09,Mecklenburg-Vorpommern,936,20
2020-08-09,Niedersachsen,14943,654
2020-08-09,Nordrhein-Westfalen,51561,1759
2020-08-09,Rheinland-Pfalz,7771,239
2020-08-09,Saarland,2926,174
2020-08-09,Sachsen,5632,225
2020-08-09,Sachsen-Anhalt,2057,64
2020-08-09,Schleswig-Holstein,3586,158
2020-08-09,Thüringen,3425,183
2020-08-10,Baden-Württemberg,37791,1858
2020-08-10,Bayern,51848,2627
2020-08-10,Berlin,9698,224
2020-08-10,Brandenburg,3627,169
2020-08-10,Bremen,1804,56
2020-08-10,Hamburg,5678,262
2020-08-10,Hessen,12737,525
2020-08-10,Mecklenburg-Vorpommern,938,20
2020-08-10,Niedersachsen,14974,654
2020-08-10,Nordrhein-Westfalen,51762,1759
2020-08-10,Rheinland-Pfalz,7832,239
2020-08-10,Saarland,2930,174
2020-08-10,Sachsen,5632,225
2020-08-10,Sachsen-Anhalt,2061,64
2020-08-10,Schleswig-Holstein,3588,158
2020-08-10,Thüringen,3427,183
2020-08-11,Baden-Württemberg,37896,1858
2020-08-11,Bayern,51946,2627
2020-08-11,Berlin,9740,224
2020-08-11,Brandenburg,3634,169
2020-08-11,Bremen,1809,56
2020-08-11,Hamburg,5691,262
2020-08-11,Hessen,12815,525
2020-08-11,Mecklenburg-Vorpommern,943,20
2020-08-11,Niedersachsen,15056,654
2020-08-11,Nordrhein-Westfalen,52175,1763
2020-08-11,Rheinland-Pfalz,7871,239
2020-08-11,Saarland,2942,174
2020-08-11,Sachsen,5655,225
2020-08-11,Sachsen-Anhalt,2068,64
2020-08-11,Schleswig-Holstein,3620,158
2020-08-11,Thüringen,3432,183
2020-08-12,Baden-Württemberg,37975,1859
2020-08-12,Bayern,52182,2627
2020-08-12,Berlin,9851,224
2020-08-12,Brandenburg,3642,169
2020-08-12,Bremen,1819,56
2020-08-12,Hamburg,5748,262
2020-08-12,Hessen,12876,526
2020-08-12,Mecklenburg-Vorpommern,952,20
2020-08-12,Niedersachsen,15122,655
2020-08-12,Nordrhein-Westfalen,52588,1765
2020-08-12,Rheinland-Pfalz,7935,239
2020-08-12,Saarland,2952,174
2020-08-12,Sachsen,5673,225
2020-08-12,Sachsen-Anhalt,2076,64
2020-08-12,Schleswig-Holstein,3675,158
2020-08-12,Thüringen,3453,184
2020-08-13,Baden-Württemberg,38162,1859
2020-08-13,Bayern,52436,2627
2020-08-13,Berlin,9976,224
2020-08-13,Brandenburg,3651,169
2020-08-13,Bremen,1822,56
2020-08-13,Hamburg,5774,262
2020-08-13,Hessen,13008,526
2020-08-13,Mecklenburg-Vorpommern,954,20
2020-08-13,Niedersachsen,15176,655
2020-08-13,Nordrhein-Westfalen,53123,1767
2020-08-13,Rheinland-Pfalz,7974,240
2020-08-13,Saarland,2955,174
2020-08-13,Sachsen,5685,225
2020-08-13,Sachsen-Anhalt,2090,64
2020-08-13,Schleswig-Holstein,3714,158
2020-08-13,Thüringen,3464,185
2020-08-14,Baden-Württemberg,38270,1859
2020-08-14,Bayern,52645,2631
2020-08-14,Berlin,9976,224
2020-08-14,Brandenburg,3683,169
2020-08-14,Bremen,1828,56
2020-08-14,Hamburg,5821,264
2020-08-14,Hessen,13187,526
2020-08-14,Mecklenburg-Vorpommern,959,20
2020-08-14,Niedersachsen,15318,656
2020-08-14,Nordrhein-Westfalen,53661,1772
2020-08-14,Rheinland-Pfalz,8059,241
2020-08-14,Saarland,2976,174
2020-08-14,Sachsen,5705,225
2020-08-14,Sachsen-Anhalt,2099,64
2020-08-14,Schleswig-Holstein,3744,158
2020-08-14,Thüringen,3482,186
2020-08-15,Baden-Württemberg,38422,1859
2020-08-15,Bayern,52847,2631
2020-08-15,Berlin,10196,224
2020-08-15,Brandenburg,3695,169
2020-08-15,Bremen,1835,56
2020-08-15,Hamburg,5850,264
2020-08-15,Hessen,13390,526
2020-08-15,Mecklenburg-Vorpommern,970,20
2020-08-15,Niedersachsen,15343,656
2020-08-15,Nordrhein-Westfalen,54106,1777
2020-08-15,Rheinland-Pfalz,8095,242
2020-08-15,Saarland,2986,174
2020-08-15,Sachsen,5719,225
2020-08-15,Sachsen-Anhalt,2114,64
2020-08-15,Schleswig-Holstein,3768,158
2020-08-15,Thüringen,3492,186
2020-08-16,Baden-Württemberg,38480,1859
2020-08-16,Bayern,52888,2631
2020-08-16,Berlin,10238,224
2020-08-16,Brandenburg,3697,169
2020-08-16,Bremen,1841,56
2020-08-16,Hamburg,5878,264
2020-08-16,Hessen,13433,526
2020-08-16,Mecklenburg-Vorpommern,972,20
2020-08-16,Niedersachsen,15384,656
2020-08-16,Nordrhein-Westfalen,54390,1777
2020-08-16,Rheinland-Pfalz,8121,242
2020-08-16,Saarland,3000,174
2020-08-16,Sachsen,5730,225
2020-08-16,Sachsen-Anhalt,2123,64
2020-08-16,Schleswig-Holstein,3782,158
2020-08-16,Thüringen,3496,186
2020-08-17,Baden-Württemberg,38512,1859
2020-08-17,Bayern,52984,2631
2020-08-17,Berlin,10253,224
2020-08-17,Brandenburg,3703,169
2020-08-17,Bremen,1845,56
2020-08-17,Hamburg,5887,264
2020-08-17,Hessen,13486,526
2020-08-17,Mecklenburg-Vorpommern,973,20
2020-08-17,Niedersachsen,15428,656
2020-08-17,Nordrhein-Westfalen,54653,1778
2020-08-17,Rheinland-Pfalz,8148,242
2020-08-17,Saarland,3000,174
2020-08-17,Sachsen,5731,225
2020-08-17,Sachsen-Anhalt,2123,64
2020-08-17,Schleswig-Holstein,3790,158
2020-08-17,Thüringen,3498,186
2020-08-18,Baden-Württemberg,38740,1859
2020-08-18,Bayern,53298,2631
2020-08-18,Berlin,10319,224
2020-08-18,Brandenburg,3708,169
2020-08-18,Bremen,1851,56
2020-08-18,Hamburg,5901,264
2020-08-18,Hessen,13675,528
2020-08-18,Mecklenburg-Vorpommern,975,20
2020-08-18,Niedersachsen,15482,656
2020-08-18,Nordrhein-Westfalen,55049,1780
2020-08-18,Rheinland-Pfalz,8224,242
2020-08-18,Saarland,3008,174
2020-08-18,Sachsen,5736,225
2020-08-18,Sachsen-Anhalt,2126,64
2020-08-18,Schleswig-Holstein,3807,158
2020-08-18,Thüringen,3505,186
2020-08-19,Baden-Württemberg,38968,1860
2020-08-19,Bayern,53707,2631
2020-08-19,Berlin,10394,224
2020-08-19,Brandenburg,3728,169
2020-08-19,Bremen,1865,56
2020-08-19,Hamburg,5927,264
2020-08-19,Hessen,13842,528
2020-08-19,Mecklenburg-Vorpommern,978,20
2020-08-19,Niedersachsen,15562,656
2020-08-19,Nordrhein-Westfalen,55375,1783
2020-08-19,Rheinland-Pfalz,8334,242
2020-08-19,Saarland,3017,174
2020-08-19,Sachsen,5749,226
2020-08-19,Sachsen-Anhalt,2134,64
2020-08-19,Schleswig-Holstein,3825,160
2020-08-19,Thüringen,3509,186
2020-08-20,Baden-Württemberg,39227,1860
2020-08-20,Bayern,54101,2631
2020-08-20,Berlin,10463,224
2020-08-20,Brandenburg,3740,169
2020-08-20,Bremen,1877,56
2020-08-20,Hamburg,5954,264
2020-08-20,Hessen,14029,528
2020-08-20,Mecklenburg-Vorpommern,981,20
2020-08-20,Niedersachsen,15724,658
2020-08-20,Nordrhein-Westfalen,55770,1790
2020-08-20,Rheinland-Pfalz,8427,242
2020-08-20,Saarland,3039,174
2020-08-20,Sachsen,5769,226
2020-08-20,Sachsen-Anhalt,2146,65
2020-08-20,Schleswig-Holstein,3851,160
2020-08-20,Thüringen,3523,186
2020-08-21,Baden-Württemberg,39493,1863
2020-08-21,Bayern,54416,2632
2020-08-21,Berlin,10543,226
2020-08-21,Brandenburg,3758,169
2020-08-21,Bremen,1885,56
2020-08-21,Hamburg,5989,265
2020-08-21,Hessen,14260,528
2020-08-21,Mecklenburg-Vorpommern,984,20
2020-08-21,Niedersachsen,15885,659
2020-08-21,Nordrhein-Westfalen,55936,1790
